Season,team,Games_L,Games_W,PointsScored_L,PointsScored_W,PointsAllowed_L,PointsAllowed_W,Margin_L,Margin_W
1999,1148,12,19,782,1395,866,1217,-84,178
1999,1149,14,7,945,573,1136,518,-191,55
1999,1150,10,22,614,1569,688,1377,-74,192
1999,1151,12,14,776,967,890,814,-114,153
1999,1152,22,3,1154,197,1688,191,-534,6
1999,1153,5,25,287,1921,309,1521,-22,400
1999,1154,18,5,992,369,1269,342,-277,27
1999,1155,14,15,893,1160,1042,830,-149,330
1999,1156,14,12,890,907,1076,773,-186,134
1999,1157,16,4,1081,346,1370,298,-289,48
1999,1158,2,25,107,1858,139,1464,-32,394
1999,1159,14,13,820,916,986,773,-166,143
1999,1160,14,15,893,1169,1042,943,-149,226
1999,1161,10,16,662,1220,727,1006,-65,214
1999,1162,16,8,856,528,1109,464,-253,64
1999,1163,2,28,113,2213,132,1691,-19,522
1999,1164,14,15,844,1148,1016,973,-172,175
1999,1165,15,10,884,703,1051,589,-167,114
1999,1166,8,21,585,1647,642,1353,-57,294
1999,1168,14,12,876,919,1121,811,-245,108
1999,1169,12,15,959,1239,1069,1065,-110,174
1999,1170,23,3,1379,189,1848,181,-469,8
1999,1171,12,13,672,921,878,786,-206,135
1999,1172,11,13,741,1030,832,839,-91,191
1999,1173,17,11,1073,827,1235,671,-162,156
1999,1174,5,25,317,2025,364,1673,-47,352
1999,1175,19,7,1349,565,1605,523,-256,42
1999,1176,17,10,1168,820,1428,721,-260,99
1999,1177,12,17,787,1340,947,1147,-160,193
1999,1178,5,23,276,1522,313,1209,-37,313
1999,1179,17,9,991,685,1266,595,-275,90
1999,1180,9,20,572,1464,666,1221,-94,243
1999,1181,1,32,75,3005,77,2164,-2,841
1999,1182,23,4,1370,291,1724,251,-354,40
1999,1183,16,12,1117,876,1278,801,-161,75
1999,1184,23,2,1464,139,1874,133,-410,6
1999,1185,20,5,1175,315,1453,286,-278,29
1999,1186,17,8,1159,653,1381,548,-222,105
1999,1187,14,12,816,816,967,688,-151,128
1999,1190,11,14,669,1067,835,907,-166,160
1999,1191,9,21,613,1606,731,1400,-118,206
1999,1192,16,11,996,762,1139,667,-143,95
1999,1193,15,12,1123,988,1318,872,-195,116
1999,1194,20,5,1373,414,1679,384,-306,30
1999,1196,8,20,544,1715,679,1289,-135,426
1999,1197,18,12,1292,902,1508,795,-216,107
1999,1198,16,13,1062,949,1244,769,-182,180
1999,1199,17,13,1133,985,1395,805,-262,180
1999,1200,15,12,938,846,1126,753,-188,93
1999,1201,11,20,772,1709,921,1426,-149,283
1999,1202,16,11,986,800,1185,687,-199,113
1999,1203,8,20,572,1645,663,1374,-91,271
1999,1204,16,8,926,561,1130,474,-204,87
1999,1206,10,18,680,1398,747,1149,-67,249
1999,1207,15,14,952,1039,1073,857,-121,182
1999,1208,14,15,986,1105,1112,929,-126,176
1999,1209,13,16,888,1227,1033,990,-145,237
1999,1210,15,15,870,1153,1162,1009,-292,144
1999,1211,6,24,398,1971,452,1497,-54,474
1999,1212,20,5,1300,396,1626,329,-326,67
1999,1214,19,8,1239,635,1483,519,-244,116
1999,1216,16,11,1029,824,1331,722,-302,102
1999,1217,13,12,853,896,979,765,-126,131
1999,1218,20,6,1246,413,1510,343,-264,70
1999,1220,9,20,528,1423,635,1148,-107,275
1999,1221,20,6,1086,402,1418,334,-332,68
1999,1222,17,10,1187,727,1449,679,-262,48
1999,1224,25,2,1493,150,1954,135,-461,15
1999,1225,11,14,706,1109,821,944,-115,165
1999,1226,20,5,1219,371,1526,323,-307,48
1999,1227,21,7,1133,500,1449,420,-316,80
1999,1228,18,14,1036,931,1208,800,-172,131
1999,1229,14,16,897,1173,1007,1031,-110,142
1999,1231,10,22,658,1738,768,1424,-110,314
1999,1232,12,15,793,1074,862,898,-69,176
1999,1233,14,15,982,1213,1120,1038,-138,175
1999,1234,9,18,626,1364,722,1163,-96,201
1999,1235,15,14,860,914,1027,755,-167,159
1999,1237,14,8,850,595,1027,523,-177,72
1999,1238,12,13,765,911,970,781,-205,130
1999,1239,15,10,890,694,1076,610,-186,84
1999,1240,18,6,1033,453,1301,406,-268,47
1999,1241,11,16,725,1212,802,985,-77,227
1999,1242,9,21,575,1531,651,1244,-76,287
1999,1243,12,19,725,1412,856,1125,-131,287
1999,1245,6,21,387,1486,435,1305,-48,181
1999,1246,8,25,493,1999,548,1508,-55,491
1999,1247,15,13,997,1026,1196,892,-199,134
1999,1248,7,20,441,1501,519,1275,-78,226
1999,1249,11,15,753,1194,862,984,-109,210
1999,1250,22,4,1298,294,1656,258,-358,36
1999,1251,20,,1387,,1735,,-348,
1999,1253,15,12,896,910,1083,834,-187,76
1999,1254,17,10,1112,716,1355,606,-243,110
1999,1256,9,19,601,1533,688,1296,-87,237
1999,1257,10,19,619,1629,735,1296,-116,333
1999,1258,16,9,1122,757,1392,663,-270,94
1999,1259,15,13,1117,1048,1236,905,-119,143
1999,1260,17,9,941,623,1166,564,-225,59
1999,1261,15,11,946,765,1164,634,-218,131
1999,1263,9,18,634,1519,713,1269,-79,250
1999,1264,22,5,1310,378,1571,313,-261,65
1999,1265,12,16,847,1186,953,1037,-106,149
1999,1266,15,14,872,951,1037,780,-165,171
1999,1267,11,14,780,1105,855,925,-75,180
1999,1268,5,25,383,2189,451,1577,-68,612
1999,1269,16,14,993,936,1120,796,-127,140
1999,1270,15,13,998,1095,1187,939,-189,156
1999,1271,17,10,1128,781,1297,681,-169,100
1999,1272,15,13,1096,1045,1242,897,-146,148
1999,1273,18,7,1038,550,1336,505,-298,45
1999,1274,6,22,373,1667,403,1420,-30,247
1999,1275,7,22,404,1591,467,1292,-63,299
1999,1276,19,12,1187,848,1434,700,-247,148
1999,1277,4,28,245,2046,281,1616,-36,430
1999,1278,10,17,607,1258,697,1055,-90,203
1999,1279,12,16,781,1340,893,1022,-112,318
1999,1280,12,19,760,1397,871,1124,-111,273
1999,1281,8,20,521,1501,615,1158,-94,343
1999,1282,20,7,1368,516,1579,459,-211,57
1999,1283,10,20,666,1563,736,1276,-70,287
1999,1284,20,5,1182,389,1417,341,-235,48
1999,1285,14,10,920,760,1055,624,-135,136
1999,1286,13,13,922,1086,1056,911,-134,175
1999,1287,15,11,1040,916,1252,801,-212,115
1999,1288,14,14,842,1017,1096,905,-254,112
1999,1290,12,12,799,936,976,801,-177,135
1999,1291,14,15,918,1078,1037,966,-119,112
1999,1292,17,10,1078,742,1268,661,-190,81
1999,1293,5,25,347,2040,384,1632,-37,408
1999,1296,20,6,1118,442,1366,353,-248,89
1999,1298,7,17,463,1248,524,1012,-61,236
1999,1299,15,11,913,827,1106,733,-193,94
1999,1301,13,18,793,1420,998,1044,-205,376
1999,1304,12,19,644,1376,828,1137,-184,239
1999,1305,18,7,1105,585,1375,523,-270,62
1999,1306,23,4,1439,294,1847,261,-408,33
1999,1307,8,23,444,1909,565,1530,-121,379
1999,1308,8,21,450,1529,566,1300,-116,229
1999,1309,16,14,902,922,1107,811,-205,111
1999,1310,12,17,900,1441,1037,1286,-137,155
1999,1311,15,12,880,902,1055,792,-175,110
1999,1313,12,15,974,1354,1109,1179,-135,175
1999,1314,9,24,613,1741,724,1406,-111,335
1999,1317,22,4,1477,383,1928,319,-451,64
1999,1318,18,10,1188,739,1426,683,-238,56
1999,1319,8,18,556,1417,618,1142,-62,275
1999,1320,18,9,1214,689,1366,595,-152,94
1999,1321,13,14,709,900,825,731,-116,169
1999,1322,15,9,907,674,1092,610,-185,64
1999,1323,15,14,992,1094,1205,933,-213,161
1999,1325,10,17,671,1349,757,1083,-86,266
1999,1326,8,22,588,1664,636,1333,-48,331
1999,1328,10,19,624,1430,697,1097,-73,333
1999,1329,10,21,636,1538,693,1248,-57,290
1999,1330,8,22,522,1608,593,1346,-71,262
1999,1331,11,15,795,1197,868,1038,-73,159
1999,1332,11,15,755,1192,826,1030,-71,162
1999,1333,14,11,857,769,1032,628,-175,141
1999,1334,13,12,828,836,955,709,-127,127
1999,1335,5,21,285,1575,323,1242,-38,333
1999,1336,14,13,902,968,1005,796,-103,172
1999,1337,12,17,725,1149,851,980,-126,169
1999,1338,16,14,959,1058,1238,874,-279,184
1999,1339,18,7,1117,524,1361,428,-244,96
1999,1340,11,15,785,1235,901,1069,-116,166
1999,1341,19,4,1228,369,1650,314,-422,55
1999,1343,7,19,410,1194,496,871,-86,323
1999,1344,13,16,899,1299,1063,1130,-164,169
1999,1345,12,19,729,1413,856,1183,-127,230
1999,1346,18,8,1173,574,1471,535,-298,39
1999,1347,8,14,491,1182,613,997,-122,185
1999,1348,12,20,783,1522,883,1281,-100,241
1999,1349,10,16,570,1189,668,959,-98,230
1999,1350,12,15,715,1101,838,947,-123,154
1999,1351,16,12,1112,941,1251,774,-139,167
1999,1352,12,14,789,1067,901,913,-112,154
1999,1353,12,18,744,1378,850,1115,-106,263
1999,1354,11,16,670,1073,834,974,-164,99
1999,1356,12,15,733,1013,837,858,-104,155
1999,1358,16,9,1076,678,1310,617,-234,61
1999,1359,4,22,239,1678,254,1385,-15,293
1999,1360,9,16,541,1129,622,940,-81,189
1999,1361,22,3,1421,221,1783,207,-362,14
1999,1362,18,11,1085,758,1337,660,-252,98
1999,1363,16,11,919,831,1113,656,-194,175
1999,1364,12,14,806,1022,911,906,-105,116
1999,1365,15,14,908,978,1132,850,-224,128
1999,1368,20,4,1308,339,1716,301,-408,38
1999,1369,9,18,533,1349,608,1126,-75,223
1999,1371,14,14,841,1024,975,831,-134,193
1999,1372,22,3,1496,220,1779,197,-283,23
1999,1373,5,25,423,2185,471,1908,-48,277
1999,1374,14,14,962,1094,1090,985,-128,109
1999,1375,16,10,854,672,1073,585,-219,87
1999,1376,21,8,1175,570,1515,449,-340,121
1999,1378,14,14,912,1094,1033,863,-121,231
1999,1379,16,14,983,888,1099,736,-116,152
1999,1380,6,18,435,1569,549,1294,-114,275
1999,1381,16,10,1064,803,1268,716,-204,87
1999,1382,15,14,903,957,1061,829,-158,128
1999,1383,8,19,583,1573,654,1395,-71,178
1999,1384,17,9,1065,686,1283,585,-218,101
1999,1385,8,25,556,2063,600,1577,-44,486
1999,1386,18,11,1112,781,1302,674,-190,107
1999,1387,16,15,998,1026,1131,844,-133,182
1999,1388,18,12,1132,898,1337,774,-205,124
1999,1389,15,14,1003,1018,1163,897,-160,121
1999,1390,6,23,371,1753,412,1348,-41,405
1999,1391,12,12,730,908,879,724,-149,184
1999,1393,11,20,677,1567,815,1158,-138,409
1999,1395,10,18,788,1614,852,1396,-64,218
1999,1396,10,21,592,1473,642,1158,-50,315
1999,1397,8,20,511,1554,598,1218,-87,336
1999,1398,14,10,895,759,1103,674,-208,85
1999,1399,15,9,913,658,1151,539,-238,119
1999,1400,12,19,739,1396,813,1205,-74,191
1999,1401,15,12,1017,854,1225,748,-208,106
1999,1402,9,17,527,1272,586,1080,-59,192
1999,1403,17,13,1035,1074,1315,896,-280,178
1999,1404,18,5,1059,388,1330,361,-271,27
1999,1405,8,16,507,1140,558,953,-51,187
1999,1406,22,6,1258,405,1575,362,-317,43
1999,1407,18,7,1297,571,1531,532,-234,39
1999,1408,15,12,972,934,1145,790,-173,144
1999,1409,9,22,526,1675,623,1339,-97,336
1999,1410,22,5,1583,405,1881,343,-298,62
1999,1411,18,6,1056,473,1328,394,-272,79
1999,1412,11,20,699,1605,869,1311,-170,294
1999,1414,20,4,1241,313,1456,261,-215,52
1999,1416,10,17,619,1311,785,1062,-166,249
1999,1417,8,22,531,1808,615,1522,-84,286
1999,1418,16,13,1032,919,1210,783,-178,136
1999,1419,14,12,919,936,1146,842,-227,94
1999,1420,9,19,570,1317,680,1101,-110,216
1999,1421,17,7,1153,614,1427,544,-274,70
1999,1422,20,7,1253,503,1585,413,-332,90
1999,1423,17,11,969,717,1136,606,-167,111
1999,1424,12,15,810,1195,904,969,-94,226
1999,1425,12,15,847,1199,976,964,-129,235
1999,1426,15,9,947,757,1140,654,-193,103
1999,1427,10,16,758,1253,860,1111,-102,142
1999,1428,4,24,234,1757,257,1308,-23,449
1999,1429,13,12,884,875,971,727,-87,148
1999,1431,12,15,752,1105,848,927,-96,178
1999,1433,16,15,1044,1177,1204,1010,-160,167
1999,1434,8,17,475,1328,544,1028,-69,300
1999,1435,15,13,932,1046,1138,866,-206,180
1999,1436,16,11,993,771,1137,687,-144,84
1999,1437,10,20,698,1565,839,1294,-141,271
1999,1438,16,13,1040,1037,1324,815,-284,222
1999,1439,15,13,867,962,1034,816,-167,146
1999,1440,13,9,816,672,1095,595,-279,77
1999,1441,21,4,1225,274,1732,261,-507,13
1999,1442,11,13,713,995,849,861,-136,134
1999,1443,16,12,973,822,1140,723,-167,99
1999,1444,15,10,989,756,1182,677,-193,79
1999,1447,18,9,1131,674,1405,533,-274,141
1999,1448,13,16,763,1154,941,929,-178,225
1999,1449,11,16,726,1287,875,1092,-149,195
1999,1450,18,9,1187,763,1450,658,-263,105
1999,1451,7,21,458,1769,567,1501,-109,268
1999,1452,19,9,1202,651,1401,608,-199,43
1999,1453,11,18,563,1211,663,965,-100,246
1999,1454,18,6,1114,402,1338,355,-224,47
1999,1455,17,12,1040,972,1252,814,-212,158
1999,1456,19,6,1140,423,1361,373,-221,50
1999,1457,6,15,328,1111,421,934,-93,177
1999,1458,9,22,477,1478,553,1170,-76,308
1999,1459,16,9,1015,689,1209,604,-194,85
1999,1460,18,8,1142,640,1363,511,-221,129
1999,1461,9,17,697,1436,797,1177,-100,259
1999,1462,10,21,722,1641,818,1267,-96,374
1999,1463,22,3,1260,206,1526,168,-266,38
1999,1464,12,12,770,838,882,686,-112,152
2000,1102,20,6,1283,446,1528,400,-245,46
2000,1103,11,16,743,1278,853,1111,-110,167
2000,1104,16,13,1038,1056,1247,852,-209,204
2000,1105,10,15,649,1177,816,1015,-167,162
2000,1106,14,10,869,696,1042,624,-173,72
2000,1107,17,8,993,560,1219,482,-226,78
2000,1108,10,17,631,1352,787,1150,-156,202
2000,1110,18,10,1086,735,1250,647,-164,88
2000,1111,8,20,492,1644,569,1360,-77,284
2000,1112,6,26,419,2050,470,1701,-51,349
2000,1113,12,17,847,1449,977,1218,-130,231
2000,1114,24,4,1552,333,1876,272,-324,61
2000,1115,20,5,1204,425,1591,394,-387,31
2000,1116,14,19,939,1519,1072,1225,-133,294
2000,1117,18,10,1190,814,1401,722,-211,92
2000,1119,23,3,1179,170,1551,148,-372,22
2000,1120,9,22,577,1607,684,1306,-107,301
2000,1122,10,16,695,1218,761,1042,-66,176
2000,1123,8,21,533,1609,612,1382,-79,227
2000,1124,15,13,873,978,1104,814,-231,164
2000,1125,20,4,1279,306,1560,255,-281,51
2000,1126,14,14,972,1141,1149,942,-177,199
2000,1129,15,12,858,822,988,691,-130,131
2000,1130,19,11,1178,871,1379,696,-201,175
2000,1131,22,7,1305,457,1600,387,-295,70
2000,1132,7,21,460,1623,564,1418,-104,205
2000,1133,16,14,962,996,1086,831,-124,165
2000,1135,19,8,1223,614,1472,532,-249,82
2000,1137,11,16,647,1067,753,927,-106,140
2000,1138,23,5,1504,374,1961,350,-457,24
2000,1139,7,23,412,1627,454,1205,-42,422
2000,1140,10,19,614,1408,731,1139,-117,269
2000,1141,23,5,1512,392,1779,333,-267,59
2000,1142,18,7,1309,599,1517,528,-208,71
2000,1143,14,16,937,1249,1107,1043,-170,206
2000,1144,16,12,991,769,1257,702,-266,67
2000,1145,20,10,1366,823,1628,713,-262,110
2000,1147,16,7,880,487,1110,447,-230,40
2000,1148,5,25,341,1863,383,1502,-42,361
2000,1149,20,6,1225,439,1547,418,-322,21
2000,1150,15,17,934,1267,1081,1024,-147,243
2000,1151,18,9,1217,654,1394,568,-177,86
2000,1152,18,9,1124,622,1397,554,-273,68
2000,1153,3,28,191,2244,211,1701,-20,543
2000,1154,19,6,1120,450,1412,405,-292,45
2000,1155,20,10,1255,678,1546,554,-291,124
2000,1156,14,15,969,1219,1100,991,-131,228
2000,1157,18,10,1223,744,1442,667,-219,77
2000,1158,6,20,354,1435,421,1159,-67,276
2000,1159,16,11,929,759,1160,619,-231,140
2000,1160,13,17,884,1346,1074,1084,-190,262
2000,1161,12,17,776,1255,885,1008,-109,247
2000,1162,14,12,735,786,919,694,-184,92
2000,1163,9,24,612,1873,690,1462,-78,411
2000,1164,15,15,860,1157,1075,981,-215,176
2000,1165,17,9,1040,645,1209,601,-169,44
2000,1166,9,23,600,1741,667,1452,-67,289
2000,1168,18,7,1232,532,1514,454,-282,78
2000,1169,10,19,752,1497,841,1302,-89,195
2000,1170,18,8,1081,524,1343,468,-262,56
2000,1171,18,8,1079,601,1311,531,-232,70
2000,1172,13,12,921,882,1068,736,-147,146
2000,1173,8,22,509,1644,572,1379,-63,265
2000,1174,7,24,465,1919,546,1585,-81,334
2000,1175,22,6,1336,422,1549,390,-213,32
2000,1176,22,6,1395,455,1757,402,-362,53
2000,1177,11,20,690,1506,791,1182,-101,324
2000,1178,12,18,724,1333,846,1106,-122,227
2000,1179,18,11,1048,751,1223,620,-175,131
2000,1180,17,13,1031,858,1238,738,-207,120
2000,1181,4,27,314,2449,332,1887,-18,562
2000,1182,20,9,1280,729,1590,624,-310,105
2000,1183,12,15,891,1264,1017,1036,-126,228
2000,1184,21,4,1392,303,1735,278,-343,25
2000,1185,13,13,869,972,1018,834,-149,138
2000,1186,10,13,641,1027,755,895,-114,132
2000,1187,18,9,1083,629,1258,541,-175,88
2000,1189,15,10,1013,782,1225,710,-212,72
2000,1190,15,12,927,904,1132,800,-205,104
2000,1191,12,18,721,1348,917,1101,-196,247
2000,1192,11,16,644,1080,801,917,-157,163
2000,1193,15,14,1120,1102,1290,954,-170,148
2000,1194,28,1,1700,66,2292,56,-592,10
2000,1196,7,24,506,2123,557,1556,-51,567
2000,1197,22,9,1322,677,1727,613,-405,64
2000,1198,14,15,943,1133,1061,968,-118,165
2000,1199,17,12,1037,837,1312,724,-275,113
2000,1200,15,14,1019,1170,1210,1011,-191,159
2000,1201,9,24,674,2069,751,1792,-77,277
2000,1202,18,11,1157,829,1321,701,-164,128
2000,1203,15,15,1154,1263,1320,1123,-166,140
2000,1204,12,15,824,1236,1000,1127,-176,109
2000,1206,11,19,742,1392,813,1220,-71,172
2000,1207,14,17,877,1238,1049,1031,-172,207
2000,1208,20,10,1337,810,1580,672,-243,138
2000,1209,12,17,795,1287,909,1076,-114,211
2000,1210,17,13,1071,1048,1262,880,-191,168
2000,1211,8,24,530,1964,605,1486,-75,478
2000,1212,28,,2004,,2529,,-525,
2000,1214,12,17,768,1397,891,1185,-123,212
2000,1216,19,10,1254,819,1579,700,-325,119
2000,1217,15,11,926,782,1120,666,-194,116
2000,1218,12,17,865,1345,1016,1111,-151,234
2000,1219,17,8,1078,561,1391,480,-313,81
2000,1220,6,24,394,1847,467,1405,-73,442
2000,1221,18,10,994,683,1217,555,-223,128
2000,1222,22,8,1609,673,1794,623,-185,50
2000,1224,27,1,1757,69,2310,62,-553,7
2000,1225,17,10,1037,787,1230,714,-193,73
2000,1226,19,6,1278,459,1501,401,-223,58
2000,1227,20,10,1239,719,1477,612,-238,107
2000,1228,9,21,602,1678,677,1272,-75,406
2000,1229,20,9,1252,687,1477,608,-225,79
2000,1231,8,20,539,1656,597,1311,-58,345
2000,1232,9,22,539,1536,644,1309,-105,227
2000,1233,10,20,769,1615,892,1387,-123,228
2000,1234,16,14,1006,1058,1212,937,-206,121
2000,1235,4,26,269,2045,305,1645,-36,400
2000,1237,21,7,1245,468,1476,429,-231,39
2000,1238,15,16,931,1153,1108,1010,-177,143
2000,1239,19,7,1232,590,1378,522,-146,68
2000,1240,11,16,702,1175,803,1035,-101,140
2000,1241,9,20,517,1492,632,1319,-115,173
2000,1242,9,22,545,1890,677,1488,-132,402
2000,1243,19,9,1232,675,1510,602,-278,73
2000,1245,7,19,469,1464,520,1180,-51,284
2000,1246,9,21,590,1493,672,1228,-82,265
2000,1247,17,11,1048,797,1269,655,-221,142
2000,1248,6,22,414,1661,465,1338,-51,323
2000,1249,15,15,866,1028,1048,891,-182,137
2000,1250,21,6,1259,437,1581,362,-322,75
2000,1251,14,10,901,706,1082,617,-181,89
2000,1253,5,22,359,1798,388,1494,-29,304
2000,1254,19,7,1138,503,1424,437,-286,66
2000,1256,8,21,507,1604,582,1358,-75,246
2000,1257,11,18,655,1440,740,1159,-85,281
2000,1258,26,,1597,,2108,,-511,
2000,1259,21,7,1316,517,1643,456,-327,61
2000,1260,14,14,847,1006,1062,892,-215,114
2000,1261,5,26,311,2083,348,1595,-37,488
2000,1263,7,23,465,1820,544,1531,-79,289
2000,1264,15,12,1086,994,1194,804,-108,190
2000,1265,14,14,918,1045,1078,876,-160,169
2000,1266,13,15,764,993,887,855,-123,138
2000,1267,9,19,623,1630,732,1375,-109,255
2000,1268,9,24,614,1925,670,1552,-56,373
2000,1269,15,16,911,1186,1072,935,-161,251
2000,1270,21,6,1331,440,1654,406,-323,34
2000,1271,17,12,1088,831,1358,757,-270,74
2000,1272,16,14,1074,1113,1242,923,-168,190
2000,1273,21,10,1347,736,1563,677,-216,59
2000,1274,10,21,618,1507,685,1229,-67,278
2000,1275,15,15,895,1025,1002,884,-107,141
2000,1276,13,15,880,1245,1120,1111,-240,134
2000,1277,7,26,462,1997,502,1459,-40,538
2000,1278,16,12,1048,917,1270,775,-222,142
2000,1279,13,16,847,1233,1032,1021,-185,212
2000,1280,16,14,1034,1134,1192,921,-158,213
2000,1281,12,18,790,1442,893,1191,-103,251
2000,1282,13,14,905,1036,1015,903,-110,133
2000,1283,10,22,616,1516,705,1301,-89,215
2000,1284,16,12,903,721,1084,618,-181,103
2000,1285,11,15,745,1134,860,969,-115,165
2000,1286,16,7,1117,572,1320,476,-203,96
2000,1287,18,6,1293,482,1478,407,-185,75
2000,1288,24,5,1508,376,1900,350,-392,26
2000,1290,21,7,1350,623,1677,523,-327,100
2000,1291,20,9,1234,649,1562,577,-328,72
2000,1292,13,13,882,1105,1017,970,-135,135
2000,1293,9,22,651,1801,734,1538,-83,263
2000,1296,15,12,940,912,1105,762,-165,150
2000,1298,6,21,384,1646,472,1275,-88,371
2000,1299,14,14,968,1149,1134,974,-166,175
2000,1301,12,17,790,1225,881,973,-91,252
2000,1304,19,11,1225,825,1517,703,-292,122
2000,1305,20,8,1229,577,1467,501,-238,76
2000,1306,25,3,1583,228,2156,198,-573,30
2000,1307,13,16,876,1233,996,995,-120,238
2000,1308,9,21,559,1532,654,1299,-95,233
2000,1309,18,11,1004,734,1154,635,-150,99
2000,1310,12,17,888,1353,1035,1240,-147,113
2000,1311,17,9,1000,586,1199,531,-199,55
2000,1313,16,12,1181,947,1387,876,-206,71
2000,1314,13,18,941,1438,1051,1159,-110,279
2000,1317,20,7,1440,600,1820,569,-380,31
2000,1318,21,7,1303,552,1548,476,-245,76
2000,1319,10,18,615,1419,745,1198,-130,221
2000,1320,15,14,864,934,1018,826,-154,108
2000,1321,25,5,1228,317,1679,256,-451,61
2000,1322,13,15,813,1033,976,921,-163,112
2000,1323,14,18,883,1404,1042,1172,-159,232
2000,1324,17,12,1102,979,1304,876,-202,103
2000,1325,13,20,869,1517,974,1281,-105,236
2000,1326,6,22,403,1630,440,1276,-37,354
2000,1328,6,26,382,2028,436,1565,-54,463
2000,1329,6,23,350,1851,394,1382,-44,469
2000,1330,19,11,1172,770,1306,688,-134,82
2000,1331,17,12,1147,929,1295,835,-148,94
2000,1332,7,21,470,1634,525,1398,-55,236
2000,1333,16,11,1045,798,1253,645,-208,153
2000,1334,18,10,1046,696,1240,579,-194,117
2000,1335,7,21,416,1468,502,1172,-86,296
2000,1336,15,15,1077,1128,1221,944,-144,184
2000,1337,8,24,519,1818,579,1438,-60,380
2000,1338,15,13,898,966,1089,787,-191,179
2000,1339,18,7,1069,477,1267,423,-198,54
2000,1340,14,12,989,929,1139,787,-150,142
2000,1341,21,6,1513,495,1853,450,-340,45
2000,1343,10,18,547,1172,637,896,-90,276
2000,1344,19,10,1122,683,1330,598,-208,85
2000,1345,9,20,560,1586,646,1269,-86,317
2000,1346,10,17,662,1315,857,1144,-195,171
2000,1347,10,17,678,1283,781,1128,-103,155
2000,1348,25,5,1511,358,1977,320,-466,38
2000,1349,22,3,1254,184,1583,172,-329,12
2000,1350,12,18,772,1239,826,1066,-54,173
2000,1351,14,16,920,1196,1085,1028,-165,168
2000,1352,12,17,740,1287,882,1087,-142,200
2000,1353,15,15,960,1153,1085,948,-125,205
2000,1354,13,20,815,1506,1029,1308,-214,198
2000,1356,12,19,797,1398,913,1148,-116,250
2000,1357,25,3,1614,240,2090,225,-476,15
2000,1358,7,20,458,1466,519,1278,-61,188
2000,1359,9,20,571,1521,629,1179,-58,342
2000,1360,9,19,567,1389,631,1133,-64,256
2000,1361,23,4,1396,276,1800,240,-404,36
2000,1362,9,18,591,1325,678,1088,-87,237
2000,1363,15,11,864,656,1031,562,-167,94
2000,1364,14,12,857,867,996,705,-139,162
2000,1365,12,18,732,1248,908,1066,-176,182
2000,1368,17,8,910,558,1156,508,-246,50
2000,1369,6,22,341,1606,397,1347,-56,259
2000,1371,9,20,566,1524,648,1266,-82,258
2000,1372,21,4,1405,254,1621,234,-216,20
2000,1373,8,23,617,2076,684,1815,-67,261
2000,1374,8,20,556,1588,618,1330,-62,258
2000,1375,10,20,656,1427,733,1243,-77,184
2000,1376,17,15,1065,1125,1212,940,-147,185
2000,1378,13,17,935,1400,1050,1131,-115,269
2000,1379,12,17,712,1209,871,1012,-159,197
2000,1380,11,16,762,1248,853,1153,-91,95
2000,1381,13,14,806,1138,969,952,-163,186
2000,1382,9,21,540,1516,626,1296,-86,220
2000,1383,12,17,869,1361,984,1192,-115,169
2000,1384,18,10,1055,750,1255,649,-200,101
2000,1385,7,24,446,1850,492,1562,-46,288
2000,1386,16,13,1034,1009,1164,887,-130,122
2000,1387,13,19,715,1364,884,1172,-169,192
2000,1388,20,7,1108,527,1462,432,-354,95
2000,1389,23,5,1550,408,1852,358,-302,50
2000,1390,3,25,239,1999,248,1446,-9,553
2000,1391,15,12,937,897,1137,797,-200,100
2000,1392,21,5,1157,293,1574,261,-417,32
2000,1393,5,24,337,1874,372,1471,-35,403
2000,1395,14,17,1086,1626,1257,1359,-171,267
2000,1396,5,26,290,1832,325,1369,-35,463
2000,1397,6,23,424,1906,485,1513,-61,393
2000,1398,22,7,1449,515,1820,477,-371,38
2000,1399,12,14,848,1192,968,977,-120,215
2000,1400,8,23,532,1784,631,1339,-99,445
2000,1401,20,8,1245,580,1550,536,-305,44
2000,1402,17,10,1073,737,1221,642,-148,95
2000,1403,16,11,1027,846,1246,691,-219,155
2000,1404,19,8,1238,600,1525,531,-287,69
2000,1405,13,18,864,1333,994,1137,-130,196
2000,1406,17,11,1168,733,1312,625,-144,108
2000,1407,11,16,767,1239,863,1071,-96,168
2000,1408,10,20,606,1436,747,1221,-141,215
2000,1409,4,29,276,2405,283,1790,-7,615
2000,1410,14,9,1017,638,1279,562,-262,76
2000,1411,13,12,872,920,982,790,-110,130
2000,1412,14,14,880,1173,1067,1029,-187,144
2000,1414,14,12,832,870,1028,745,-196,125
2000,1416,18,13,1153,1031,1363,871,-210,160
2000,1417,11,19,716,1550,842,1272,-126,278
2000,1418,8,24,456,1840,592,1569,-136,271
2000,1419,9,17,653,1361,725,1187,-72,174
2000,1420,18,10,1069,715,1241,573,-172,142
2000,1421,19,10,1229,769,1562,664,-333,105
2000,1422,13,14,840,1079,1006,955,-166,124
2000,1423,12,18,637,1179,745,972,-108,207
2000,1424,7,23,526,1960,662,1573,-136,387
2000,1425,14,16,964,1378,1117,1063,-153,315
2000,1426,12,13,881,1055,1042,865,-161,190
2000,1427,12,12,863,940,985,813,-122,127
2000,1428,8,20,470,1532,565,1192,-95,340
