Season,Team,pointsFor,pointsAgainst,Wins,Losses,Awins,Hwins,Nwins,Hloss,Aloss,Nloss,Seed,SeedNum,BestWin,BestWinSeed,BestWinWin%
1999,1272,2141,2139,13,15,2,11,0,5,9,1,,,1412.0,12.0,0.6451612903225806
1999,1273,1588,1841,7,18,3,4,0,6,11,1,,,1421.0,,0.2916666666666667
1999,1274,2040,1823,22,6,10,10,2,2,4,0,W02,2.0,1163.0,1.0,0.9333333333333333
1999,1275,1995,1759,22,7,7,12,3,0,6,1,X10,10.0,1245.0,11.0,0.7777777777777778
1999,1276,2035,2134,12,19,2,8,2,5,9,5,,,1178.0,12.0,0.8214285714285714
1999,1277,2291,1897,28,4,9,14,5,0,3,1,X01,1.0,1326.0,4.0,0.7333333333333333
1999,1278,1865,1752,17,10,4,13,0,3,6,1,Z07,7.0,1457.0,16.0,0.7142857142857143
1999,1279,2121,1915,16,12,3,10,3,3,7,2,X09,9.0,1196.0,6.0,0.7142857142857143
1999,1280,2157,1995,19,12,2,11,6,2,6,4,,,1397.0,4.0,0.7142857142857143
1999,1281,2022,1773,20,8,6,13,1,3,4,1,Z08,8.0,1242.0,6.0,0.7
1999,1282,1884,2038,7,20,2,3,2,8,10,2,,,1220.0,,0.6896551724137931
1999,1283,2229,2012,20,10,7,12,1,3,6,1,W12,12.0,1281.0,8.0,0.7142857142857143
1999,1284,1571,1758,5,20,2,3,0,9,11,0,,,1148.0,,0.6129032258064516
1999,1285,1680,1679,10,14,4,6,0,6,8,0,,,1451.0,14.0,0.75
1999,1286,2008,1967,13,13,3,8,2,2,10,1,,,1340.0,,0.5769230769230769
1999,1287,1956,2053,11,15,3,8,0,3,11,1,,,1183.0,,0.42857142857142855
1999,1288,1859,2001,14,14,5,7,2,2,11,1,,,1420.0,,0.6785714285714286
1999,1290,1735,1777,12,12,4,7,1,3,7,2,,,1380.0,,0.75
1999,1291,1996,2003,15,14,5,7,3,5,9,0,X16,16.0,1383.0,,0.7037037037037037
1999,1292,1820,1929,10,17,2,8,0,5,8,4,,,1287.0,,0.4230769230769231
1999,1293,2387,2016,25,5,9,12,4,0,3,2,Y13,13.0,1369.0,,0.6666666666666666
1999,1296,1560,1719,6,20,0,5,1,8,12,0,,,1405.0,,0.6666666666666666
1999,1298,1711,1536,17,7,6,10,1,2,4,1,,,1420.0,,0.6785714285714286
1999,1299,1740,1839,11,15,2,7,2,3,11,1,,,1354.0,,0.5925925925925926
1999,1301,2213,2042,18,13,1,14,3,3,8,2,,,1457.0,16.0,0.7142857142857143
1999,1304,2020,1965,19,12,7,10,2,4,5,3,,,1166.0,10.0,0.7241379310344828
1999,1305,1690,1898,7,18,3,4,0,8,10,0,,,1429.0,,0.48
1999,1306,1733,2108,4,23,0,3,1,7,14,2,,,1436.0,,0.4074074074074074
1999,1307,2353,2095,23,8,3,18,2,1,6,1,Z09,9.0,1112.0,4.0,0.7857142857142857
1999,1308,1979,1866,21,8,8,9,4,1,6,1,X14,14.0,1307.0,9.0,0.7419354838709677
1999,1309,1824,1918,14,16,2,10,2,2,11,3,,,1256.0,,0.6785714285714286
1999,1310,2341,2323,17,12,6,10,1,1,8,3,,,1373.0,13.0,0.8333333333333334
1999,1311,1782,1847,12,15,9,3,0,5,8,2,,,1402.0,,0.6538461538461539
1999,1313,2328,2288,15,12,5,9,1,4,8,0,,,1354.0,,0.5925925925925926
1999,1314,2354,2130,24,9,7,12,5,2,5,2,Z03,3.0,1268.0,2.0,0.8333333333333334
1999,1317,1860,2247,4,22,1,3,0,7,14,1,,,1364.0,,0.5384615384615384
1999,1318,1927,2109,10,18,4,4,2,7,10,1,,,1389.0,,0.4827586206896552
1999,1319,1973,1760,18,8,6,9,3,1,7,0,,,1340.0,,0.5769230769230769
1999,1320,1903,1961,9,18,3,6,0,6,11,1,,,1356.0,,0.5555555555555556
1999,1321,1609,1556,14,13,3,11,0,7,6,0,,,1383.0,,0.7037037037037037
1999,1322,1581,1702,9,15,3,6,0,4,10,1,,,1402.0,,0.6538461538461539
1999,1323,2086,2138,14,15,3,10,1,6,7,2,,,1274.0,2.0,0.7857142857142857
1999,1325,2020,1840,17,10,6,10,1,2,7,1,,,1405.0,,0.6666666666666666
1999,1326,2252,1969,22,8,4,14,4,0,6,2,Y04,4.0,1458.0,5.0,0.7096774193548387
1999,1328,2054,1794,19,10,6,11,2,4,3,3,X13,13.0,1281.0,8.0,0.7142857142857143
1999,1329,2174,1941,21,10,6,11,4,3,5,2,Y09,9.0,1281.0,8.0,0.7142857142857143
1999,1330,2130,1939,22,8,7,11,4,2,4,2,,,1150.0,5.0,0.6875
1999,1331,1992,1906,15,11,3,10,2,2,7,2,,,1434.0,15.0,0.68
1999,1332,1947,1856,15,11,6,8,1,5,6,0,,,1108.0,15.0,0.7692307692307693
1999,1333,1626,1660,11,14,0,11,0,3,8,3,,,1390.0,2.0,0.7931034482758621
1999,1334,1664,1664,12,13,3,9,0,3,9,1,,,1225.0,,0.56
1999,1335,1860,1565,21,5,9,11,1,2,2,1,Z11,11.0,1248.0,15.0,0.7407407407407407
1999,1336,1870,1801,13,14,4,8,1,6,7,1,,,1335.0,11.0,0.8076923076923077
1999,1337,1874,1831,17,12,5,11,1,2,7,3,,,1211.0,10.0,0.8
1999,1338,2017,2112,14,16,2,9,3,5,9,2,,,1274.0,2.0,0.7857142857142857
1999,1339,1641,1789,7,18,1,5,1,6,10,2,,,1337.0,,0.5862068965517241
1999,1340,2020,1970,15,11,2,11,2,1,8,2,,,1451.0,14.0,0.75
1999,1341,1597,1964,4,19,2,2,0,5,14,0,,,1238.0,,0.52
1999,1343,1604,1367,19,7,8,7,4,2,4,1,,,1335.0,11.0,0.8076923076923077
1999,1344,2198,2193,16,13,6,10,0,7,5,1,,,1437.0,8.0,0.6666666666666666
1999,1345,2142,2039,19,12,6,12,1,4,6,2,W10,10.0,1211.0,10.0,0.8
1999,1346,1747,2006,8,18,4,4,0,7,11,0,,,1352.0,,0.5384615384615384
1999,1347,1673,1610,14,8,6,7,1,2,4,2,,,1457.0,16.0,0.7142857142857143
1999,1348,2305,2164,20,12,7,9,4,5,7,0,X12,12.0,1428.0,2.0,0.8571428571428571
1999,1349,1759,1627,16,10,2,11,3,2,6,2,,,1380.0,,0.75
1999,1350,1816,1785,15,12,3,11,1,1,11,0,,,1330.0,,0.7333333333333333
1999,1351,2053,2025,12,16,2,8,2,3,12,1,,,1310.0,,0.5862068965517241
1999,1352,1856,1814,14,12,5,9,0,3,8,1,,,1383.0,,0.7037037037037037
1999,1353,2122,1965,18,12,5,11,2,4,7,1,,,1248.0,15.0,0.7407407407407407
1999,1354,1743,1808,16,11,5,9,2,1,8,2,,,1313.0,,0.5555555555555556
1999,1356,1746,1695,15,12,3,11,1,3,8,1,,,1166.0,10.0,0.7241379310344828
1999,1358,1754,1927,9,16,4,5,0,6,10,0,,,1427.0,16.0,0.6153846153846154
1999,1359,1917,1639,22,4,11,7,4,2,2,0,Y14,14.0,1416.0,,0.6296296296296297
1999,1360,1670,1562,16,9,6,9,1,2,5,2,,,1211.0,10.0,0.8
1999,1361,1642,1990,3,22,0,3,0,11,11,0,,,1334.0,,0.48
1999,1362,1843,1997,11,18,2,7,2,5,10,3,,,1451.0,14.0,0.75
1999,1363,1750,1769,11,16,2,9,0,4,11,1,,,1201.0,,0.6451612903225806
1999,1364,1828,1817,14,12,6,7,1,5,6,1,,,1225.0,,0.56
1999,1365,1886,1982,14,15,3,10,1,3,9,3,,,1360.0,,0.64
1999,1368,1647,2017,4,20,0,4,0,7,13,0,,,1270.0,,0.4642857142857143
1999,1369,1882,1734,18,9,9,8,1,3,4,2,,,1117.0,15.0,0.6071428571428571
1999,1371,1865,1806,14,14,2,11,1,3,8,3,,,1180.0,,0.6896551724137931
1999,1372,1716,1976,3,22,2,1,0,10,12,0,,,1311.0,,0.4444444444444444
1999,1373,2608,2379,25,5,9,12,4,1,4,0,Z13,13.0,1203.0,11.0,0.7142857142857143
1999,1374,2056,2075,14,14,6,7,1,6,6,2,,,1461.0,,0.6538461538461539
1999,1375,1526,1658,10,16,2,8,0,3,10,3,,,1256.0,,0.6785714285714286
1999,1376,1745,1964,8,21,0,7,1,7,9,5,,,1158.0,8.0,0.9259259259259259
1999,1378,2006,1896,14,14,6,7,1,7,6,1,,,1412.0,12.0,0.6451612903225806
1999,1379,1871,1835,14,16,4,8,2,6,8,2,,,1220.0,,0.6896551724137931
1999,1380,2004,1843,18,6,6,12,0,1,5,0,,,1108.0,15.0,0.7692307692307693
1999,1381,1867,1984,10,16,4,6,0,3,7,6,,,1331.0,,0.5769230769230769
1999,1382,1860,1890,14,15,6,8,0,4,8,3,,,1396.0,6.0,0.6774193548387096
1999,1383,2156,2049,19,8,9,9,1,2,5,1,,,1420.0,,0.6785714285714286
1999,1384,1751,1868,9,17,1,8,0,4,13,0,,,1291.0,16.0,0.5172413793103449
1999,1385,2619,2177,25,8,8,17,0,6,2,0,Y03,3.0,1274.0,2.0,0.7857142857142857
1999,1386,1893,1976,11,18,1,7,3,4,10,4,,,1397.0,4.0,0.7142857142857143
1999,1387,2024,1975,15,16,1,12,2,3,10,3,,,1153.0,3.0,0.8333333333333334
1999,1388,2030,2111,12,18,3,6,3,6,8,4,,,1360.0,,0.64
1999,1389,2021,2060,14,15,9,4,1,8,6,1,,,1310.0,,0.5862068965517241
1999,1390,2124,1760,23,6,11,11,1,2,2,2,Z02,2.0,1112.0,4.0,0.7857142857142857
1999,1391,1638,1603,12,12,5,7,0,3,8,1,,,1147.0,,0.48148148148148145
1999,1393,2244,1973,20,11,7,9,4,7,3,1,Y08,8.0,1163.0,1.0,0.9333333333333333
1999,1395,2402,2248,18,10,6,12,0,3,6,1,,,1211.0,10.0,0.8
1999,1396,2065,1800,21,10,6,11,4,1,7,2,W06,6.0,1277.0,1.0,0.875
1999,1397,2065,1816,20,8,6,14,0,1,5,2,W04,4.0,1246.0,3.0,0.7575757575757576
1999,1398,1654,1777,10,14,4,5,1,5,9,0,,,1183.0,,0.42857142857142855
1999,1399,1571,1690,9,15,3,6,0,4,11,0,,,1369.0,,0.6666666666666666
1999,1400,2135,2018,19,12,9,8,2,5,5,2,W07,7.0,1428.0,2.0,0.8571428571428571
1999,1401,1871,1973,12,15,3,9,0,5,9,1,,,1328.0,13.0,0.6551724137931034
1999,1402,1799,1666,17,9,9,7,1,3,4,2,,,1359.0,14.0,0.8461538461538461
1999,1403,2109,2211,13,17,2,10,1,5,9,3,,,1308.0,14.0,0.7241379310344828
1999,1404,1447,1691,5,18,2,3,0,6,12,0,,,1293.0,13.0,0.8333333333333334
1999,1405,1647,1511,16,8,5,11,0,1,7,0,,,1245.0,11.0,0.7777777777777778
1999,1406,1663,1937,6,22,1,4,1,9,13,0,,,1263.0,,0.6666666666666666
1999,1407,1868,2063,7,18,3,4,0,5,8,5,,,1147.0,,0.48148148148148145
1999,1408,1906,1935,12,15,3,9,0,7,7,1,,,1150.0,5.0,0.6875
1999,1409,2201,1962,22,9,5,13,4,1,6,2,W09,9.0,1461.0,,0.6538461538461539
1999,1410,1988,2224,5,22,0,4,1,6,15,1,,,1256.0,,0.6785714285714286
1999,1411,1529,1722,6,18,2,4,0,4,12,2,,,1106.0,,0.34782608695652173
1999,1412,2304,2180,20,11,7,11,2,6,4,1,Z12,12.0,1108.0,15.0,0.7692307692307693
1999,1414,1554,1717,4,20,0,4,0,7,13,0,,,1319.0,,0.6923076923076923
1999,1416,1930,1847,17,10,5,9,3,1,8,1,,,1457.0,16.0,0.7142857142857143
1999,1417,2339,2137,22,8,5,15,2,1,5,2,Y05,5.0,1112.0,4.0,0.7857142857142857
1999,1418,1951,1993,13,16,3,9,1,2,12,2,,,1256.0,,0.6785714285714286
1999,1419,1855,1988,12,14,6,6,0,4,9,1,,,1402.0,,0.6538461538461539
1999,1420,1887,1781,19,9,8,11,0,2,4,3,,,1383.0,,0.7037037037037037
1999,1421,1767,1971,7,17,2,5,0,4,13,0,,,1347.0,,0.6363636363636364
1999,1422,1756,1998,7,20,2,5,0,7,11,2,,,1190.0,,0.56
1999,1423,1686,1742,11,17,3,7,1,4,10,3,,,1206.0,14.0,0.6428571428571429
1999,1424,2005,1873,15,12,6,9,0,6,4,2,,,1451.0,14.0,0.75
1999,1425,2046,1940,15,12,5,10,0,5,7,0,,,1390.0,2.0,0.7931034482758621
1999,1426,1704,1794,9,15,4,5,0,5,10,0,,,1427.0,16.0,0.6153846153846154
1999,1427,2011,1971,16,10,7,7,2,3,7,0,Z16,16.0,1402.0,,0.6538461538461539
1999,1428,1991,1565,24,4,8,11,5,0,2,2,X02,2.0,1451.0,14.0,0.75
1999,1429,1759,1698,12,13,2,10,0,2,9,2,,,1428.0,2.0,0.8571428571428571
1999,1431,1857,1775,15,12,2,13,0,5,6,1,,,1359.0,14.0,0.8461538461538461
1999,1433,2221,2214,15,16,3,11,1,5,9,2,,,1241.0,,0.5925925925925926
1999,1434,1803,1572,17,8,5,7,5,2,5,1,Y15,15.0,1331.0,,0.5769230769230769
1999,1435,1978,2004,13,15,1,12,0,3,10,2,,,1326.0,4.0,0.7333333333333333
1999,1436,1764,1824,11,16,2,7,2,5,9,2,,,1174.0,13.0,0.8333333333333334
1999,1437,2263,2133,20,10,3,14,3,2,7,1,X08,8.0,1335.0,11.0,0.8076923076923077
1999,1438,2077,2139,13,16,3,8,2,6,7,3,,,1174.0,13.0,0.8333333333333334
1999,1439,1829,1850,13,15,4,8,1,5,8,2,,,1203.0,11.0,0.7142857142857143
1999,1440,1488,1690,9,13,4,5,0,4,8,1,,,1190.0,,0.56
1999,1441,1499,1993,4,21,1,1,2,7,12,2,,,1172.0,,0.5416666666666666
1999,1442,1708,1710,13,11,2,8,3,0,9,2,,,1343.0,,0.7307692307692307
1999,1443,1795,1863,12,16,4,5,3,6,8,2,,,1256.0,,0.6785714285714286
1999,1444,1745,1859,10,15,1,7,2,5,10,0,,,1245.0,11.0,0.7777777777777778
1999,1447,1805,1938,9,18,3,5,1,6,11,1,,,1352.0,,0.5384615384615384
1999,1448,1917,1870,16,13,3,12,1,3,8,2,,,1268.0,2.0,0.8333333333333334
1999,1449,2013,1967,16,11,3,11,2,1,9,1,X07,7.0,1112.0,4.0,0.7857142857142857
1999,1450,1950,2108,9,18,2,6,1,5,11,2,,,1143.0,,0.6071428571428571
1999,1451,2227,2068,21,7,6,12,3,0,6,1,Z14,14.0,1129.0,,0.7142857142857143
1999,1452,1853,2009,9,19,1,5,3,7,10,2,,,1393.0,8.0,0.6451612903225806
1999,1453,1774,1628,18,11,6,11,1,2,6,3,,,1275.0,10.0,0.7586206896551724
1999,1454,1516,1693,6,18,2,4,0,6,11,1,,,1453.0,,0.6206896551724138
1999,1455,2012,2066,12,17,1,10,1,4,11,2,,,1166.0,10.0,0.7241379310344828
1999,1456,1563,1734,6,19,2,4,0,6,11,2,,,1241.0,,0.5925925925925926
1999,1457,1439,1355,15,6,5,8,2,0,6,0,Y16,16.0,1347.0,,0.6363636363636364
1999,1458,1955,1723,22,9,8,11,3,2,5,2,W05,5.0,1277.0,1.0,0.875
1999,1459,1704,1813,9,16,5,4,0,6,9,1,,,1151.0,,0.5384615384615384
1999,1460,1782,1874,8,18,1,7,0,6,10,2,,,1156.0,,0.46153846153846156
1999,1461,2133,1974,17,9,3,11,3,2,6,1,,,1108.0,15.0,0.7692307692307693
1999,1462,2363,2085,21,10,6,13,2,1,6,3,,,1275.0,10.0,0.7586206896551724
1999,1463,1466,1694,3,22,0,3,0,7,11,4,,,1343.0,,0.7307692307692307
1999,1464,1608,1568,12,12,5,6,1,3,6,3,,,1434.0,15.0,0.68
2000,1102,1729,1928,6,20,2,4,0,8,10,2,,,1140.0,,0.6551724137931034
2000,1103,2021,1964,16,11,6,10,0,3,8,0,,,1245.0,,0.7307692307692307
2000,1104,2094,2099,13,16,0,11,2,3,10,3,,,1397.0,4.0,0.7931034482758621
2000,1105,1826,1831,15,10,6,8,1,2,8,0,,,1380.0,,0.5925925925925926
2000,1106,1565,1666,10,14,5,5,0,5,7,2,,,1105.0,,0.6
2000,1107,1553,1701,8,17,4,4,0,4,12,1,,,1251.0,,0.4166666666666667
2000,1108,1983,1937,17,10,6,9,2,0,9,1,,,1105.0,,0.6
2000,1110,1821,1897,10,18,1,8,1,4,13,1,,,1423.0,15.0,0.6
2000,1111,2136,1929,20,8,9,8,3,0,7,1,X14,14.0,1158.0,,0.7692307692307693
2000,1112,2469,2171,26,6,7,16,3,1,4,1,Z01,1.0,1390.0,1.0,0.8928571428571429
2000,1113,2296,2195,17,12,4,13,0,3,7,2,,,1417.0,6.0,0.6333333333333333
2000,1114,1885,2148,4,24,0,4,0,11,13,0,,,1108.0,,0.6296296296296297
2000,1115,1629,1985,5,20,2,3,0,6,14,0,,,1380.0,,0.5925925925925926
2000,1116,2458,2297,19,14,2,11,6,6,7,1,X11,11.0,1261.0,4.0,0.8387096774193549
2000,1117,2004,2123,10,18,3,6,1,6,10,2,,,1375.0,,0.6666666666666666
2000,1119,1349,1699,3,23,1,2,0,9,13,1,,,1159.0,,0.4074074074074074
2000,1120,2184,1990,22,9,2,14,6,1,6,2,Y07,7.0,1196.0,5.0,0.7741935483870968
2000,1122,1913,1803,16,10,7,8,1,4,6,0,,,1369.0,13.0,0.7857142857142857
2000,1123,2142,1994,21,8,4,13,4,1,7,0,Y11,11.0,1139.0,12.0,0.7666666666666667
2000,1124,1851,1918,13,15,1,11,1,7,7,1,,,1380.0,,0.5925925925925926
2000,1125,1585,1815,4,20,1,3,0,9,11,0,,,1122.0,,0.6153846153846154
2000,1126,2113,2091,14,14,5,7,2,2,11,1,,,1214.0,,0.5862068965517241
2000,1129,1680,1679,12,15,5,7,0,7,8,0,,,1308.0,,0.7
2000,1130,2049,2075,11,19,1,7,3,8,9,2,,,1437.0,,0.6129032258064516
2000,1131,1762,1987,7,22,3,3,1,7,11,4,,,1217.0,,0.4230769230769231
2000,1132,2083,1982,21,7,9,11,1,0,6,1,,,1245.0,,0.7307692307692307
2000,1133,1958,1917,14,16,2,12,0,2,10,4,,,1166.0,10.0,0.71875
2000,1135,1837,2004,8,19,2,6,0,7,12,0,,,1217.0,,0.4230769230769231
2000,1137,1714,1680,16,11,7,7,2,5,5,1,,,1263.0,,0.7666666666666667
2000,1138,1878,2311,5,23,1,4,0,9,13,1,,,1103.0,,0.5925925925925926
2000,1139,2039,1659,23,7,6,13,4,0,7,0,W12,12.0,1232.0,12.0,0.7096774193548387
2000,1140,2022,1870,19,10,6,11,2,2,8,0,,,1429.0,12.0,0.8275862068965517
2000,1141,1904,2112,5,23,2,3,0,9,13,1,,,1103.0,,0.5925925925925926
2000,1142,1908,2045,7,18,3,4,0,9,9,0,,,1169.0,,0.6551724137931034
2000,1143,2186,2150,16,14,4,9,3,6,7,1,,,1220.0,14.0,0.8
2000,1144,1760,1959,12,16,6,6,0,7,7,2,,,1457.0,14.0,0.6923076923076923
2000,1145,2189,2341,10,20,1,8,1,4,12,4,,,1233.0,14.0,0.6666666666666666
2000,1147,1367,1557,7,16,3,4,0,1,13,2,,,1380.0,,0.5925925925925926
2000,1148,2204,1885,25,5,7,13,5,1,4,0,Y15,15.0,1346.0,,0.6296296296296297
2000,1149,1664,1965,6,20,1,4,1,7,12,1,,,1391.0,,0.4444444444444444
2000,1150,2201,2105,17,15,5,9,3,3,8,4,,,1337.0,11.0,0.75
2000,1151,1871,1962,9,18,2,6,1,6,8,4,,,1158.0,,0.7692307692307693
2000,1152,1746,1951,9,18,3,6,0,5,12,1,,,1434.0,16.0,0.5714285714285714
2000,1153,2435,1912,28,3,10,13,5,1,1,1,X02,2.0,1235.0,2.0,0.8666666666666667
2000,1154,1570,1817,6,19,3,2,1,8,7,4,,,1172.0,,0.48
2000,1155,1933,2100,10,20,2,7,1,9,8,3,,,1457.0,14.0,0.6923076923076923
2000,1156,2188,2091,15,14,6,9,0,5,7,2,,,1139.0,12.0,0.7666666666666667
2000,1157,1967,2109,10,18,4,6,0,5,12,1,,,1457.0,14.0,0.6923076923076923
2000,1158,1789,1580,20,6,7,11,2,1,2,3,,,1111.0,14.0,0.7142857142857143
2000,1159,1688,1779,11,16,5,4,2,6,8,2,,,1264.0,,0.4444444444444444
2000,1160,2230,2158,17,13,2,12,3,2,10,1,,,1235.0,2.0,0.8666666666666667
2000,1161,2031,1893,17,12,6,8,3,4,6,2,,,1428.0,8.0,0.7142857142857143
2000,1162,1521,1613,12,14,5,5,2,5,7,2,,,1284.0,,0.42857142857142855
2000,1163,2485,2152,24,9,6,13,5,3,5,1,X05,5.0,1181.0,1.0,0.8709677419354839
2000,1164,2017,2056,15,15,7,6,2,5,9,1,,,1354.0,16.0,0.6060606060606061
2000,1165,1685,1810,9,17,4,4,1,7,9,1,,,1137.0,,0.5925925925925926
2000,1166,2341,2119,23,9,7,11,5,3,6,0,Y10,10.0,1232.0,12.0,0.7096774193548387
2000,1168,1764,1968,7,18,2,5,0,7,11,0,,,1414.0,,0.46153846153846156
2000,1169,2249,2143,19,10,7,11,1,1,8,1,,,1332.0,7.0,0.75
2000,1170,1605,1811,8,18,1,6,1,6,12,0,,,1319.0,15.0,0.6428571428571429
2000,1171,1680,1842,8,18,2,5,1,5,13,0,,,1162.0,,0.46153846153846156
2000,1172,1803,1804,12,13,4,7,1,3,9,1,,,1158.0,,0.7692307692307693
2000,1173,2153,1951,22,8,7,13,2,2,5,1,Z11,11.0,1246.0,5.0,0.7
2000,1174,2384,2131,24,7,7,14,3,2,5,0,,,1220.0,14.0,0.8
2000,1175,1758,1939,6,22,2,4,0,8,12,2,,,1313.0,,0.42857142857142855
2000,1176,1850,2159,6,22,1,5,0,9,12,1,,,1256.0,,0.7241379310344828
2000,1177,2196,1973,20,11,6,12,2,4,5,2,W09,9.0,1385.0,2.0,0.7741935483870968
2000,1178,2057,1952,18,12,4,13,1,0,9,3,,,1139.0,12.0,0.7666666666666667
2000,1179,1799,1843,11,18,1,9,1,5,12,1,,,1235.0,2.0,0.8666666666666667
2000,1180,1889,1976,13,17,5,6,2,4,11,2,,,1192.0,,0.5925925925925926
2000,1181,2763,2219,27,4,9,13,5,2,0,2,W01,1.0,1268.0,3.0,0.7272727272727273
2000,1182,2009,2214,9,20,2,7,0,6,11,3,,,1462.0,,0.6451612903225806
2000,1183,2155,2053,15,12,6,9,0,2,9,1,,,1139.0,12.0,0.7666666666666667
2000,1184,1695,2013,4,21,1,3,0,8,13,0,,,1260.0,,0.5
2000,1185,1841,1852,13,13,4,8,1,4,9,0,,,1123.0,11.0,0.7241379310344828
2000,1186,1668,1650,13,10,5,8,0,1,8,1,,,1169.0,,0.6551724137931034
2000,1187,1712,1799,9,18,3,6,0,6,11,1,,,1423.0,15.0,0.6
2000,1189,1795,1935,10,15,2,8,0,2,13,0,,,1347.0,,0.6296296296296297
2000,1190,1831,1932,12,15,5,6,1,5,9,1,,,1204.0,,0.5555555555555556
2000,1191,2069,2018,18,12,4,12,2,3,7,2,,,1166.0,10.0,0.71875
2000,1192,1724,1718,16,11,7,9,0,3,7,1,,,1148.0,15.0,0.8333333333333334
2000,1193,2222,2244,14,15,5,8,1,2,10,3,,,1148.0,15.0,0.8333333333333334
2000,1194,1766,2348,1,28,0,0,1,10,15,3,,,1391.0,,0.4444444444444444
2000,1196,2629,2113,24,7,6,14,4,1,4,2,W05,5.0,1261.0,4.0,0.8387096774193549
2000,1197,1999,2340,9,22,3,5,1,7,10,5,,,1354.0,16.0,0.6060606060606061
2000,1198,2076,2029,15,14,5,10,0,8,3,3,,,1256.0,,0.7241379310344828
2000,1199,1874,2036,12,17,3,8,1,5,9,3,,,1435.0,,0.6551724137931034
2000,1200,2189,2221,14,15,6,6,2,5,8,2,,,1373.0,,0.7419354838709677
2000,1201,2743,2543,24,9,7,15,2,4,4,1,Z09,9.0,1409.0,7.0,0.8787878787878788
2000,1202,1986,2022,11,18,1,10,0,7,11,0,,,1354.0,16.0,0.6060606060606061
2000,1203,2417,2443,15,15,4,8,3,4,8,3,,,1173.0,11.0,0.7333333333333333
2000,1204,2060,2127,15,12,6,9,0,2,9,1,,,1240.0,,0.5925925925925926
2000,1206,2134,2033,19,11,6,12,1,1,8,2,,,1241.0,,0.6896551724137931
2000,1207,2115,2080,17,14,2,12,3,3,8,3,,,1393.0,4.0,0.8275862068965517
2000,1208,2147,2252,10,20,1,7,2,7,10,3,,,1279.0,,0.5517241379310345
2000,1209,2082,1985,17,12,7,9,1,5,6,1,,,1359.0,13.0,0.6896551724137931
2000,1210,2119,2142,13,17,0,11,2,5,9,3,,,1248.0,15.0,0.7857142857142857
2000,1211,2494,2091,24,8,8,11,5,1,2,5,Z10,10.0,1337.0,11.0,0.75
2000,1214,2165,2076,17,12,9,7,1,5,6,1,,,1354.0,16.0,0.6060606060606061
2000,1216,2073,2279,10,19,3,6,1,6,11,2,,,1346.0,,0.6296296296296297
2000,1217,1708,1786,11,15,6,5,0,7,8,0,,,1162.0,,0.46153846153846156
2000,1218,2210,2127,17,12,1,15,1,4,8,0,,,1332.0,7.0,0.75
2000,1219,1639,1871,8,17,2,5,1,3,13,1,,,1144.0,,0.42857142857142855
2000,1220,2241,1872,24,6,8,12,4,0,6,0,W14,14.0,1174.0,,0.7741935483870968
2000,1221,1677,1772,10,18,5,4,1,8,7,3,,,1412.0,,0.5
2000,1222,2282,2417,8,22,1,4,3,9,10,3,,,1408.0,,0.6666666666666666
2000,1224,1826,2372,1,27,0,1,0,9,16,2,,,1299.0,,0.5
2000,1225,1824,1944,10,17,2,5,3,3,12,2,,,1352.0,,0.5862068965517241
2000,1226,1737,1902,6,19,2,3,1,7,10,2,,,1365.0,,0.6
2000,1227,1958,2089,10,20,0,10,0,6,12,2,,,1178.0,,0.6
2000,1228,2280,1949,21,9,5,12,4,1,5,3,W04,4.0,1326.0,3.0,0.7857142857142857
2000,1229,1939,2085,9,20,1,7,1,6,12,2,,,1283.0,,0.6875
2000,1231,2195,1908,20,8,5,10,5,2,5,1,W06,6.0,1396.0,2.0,0.8387096774193549
2000,1232,2075,1953,22,9,6,12,4,0,7,2,Z12,12.0,1166.0,10.0,0.71875
2000,1233,2384,2279,20,10,8,10,2,2,8,0,Y14,14.0,1373.0,,0.7419354838709677
2000,1234,2064,2149,14,16,3,9,2,4,10,2,,,1326.0,3.0,0.7857142857142857
2000,1235,2314,1950,26,4,6,16,4,0,3,1,Y02,2.0,1328.0,3.0,0.8125
2000,1237,1713,1905,7,21,3,3,1,9,12,0,,,1331.0,,0.41379310344827586
2000,1238,2084,2118,16,15,6,7,3,3,10,2,Z16,16.0,1256.0,,0.7241379310344828
2000,1239,1822,1900,7,19,2,5,0,7,12,0,,,1359.0,13.0,0.6896551724137931
2000,1240,1877,1838,16,11,7,9,0,6,5,0,,,1359.0,13.0,0.6896551724137931
2000,1241,2009,1951,20,9,6,13,1,0,8,1,,,1206.0,,0.6333333333333333
2000,1242,2435,2165,22,9,3,14,5,1,5,3,W08,8.0,1328.0,3.0,0.8125
2000,1243,1907,2112,9,19,1,8,0,7,11,1,,,1387.0,9.0,0.59375
2000,1245,1933,1700,19,7,7,10,2,1,5,1,,,1132.0,,0.75
2000,1246,2083,1900,21,9,5,13,3,0,5,4,Y05,5.0,1397.0,4.0,0.7931034482758621
2000,1247,1845,1924,11,17,3,6,2,5,9,3,,,1148.0,15.0,0.8333333333333334
2000,1248,2075,1803,22,6,9,12,1,1,4,1,W15,15.0,1298.0,,0.7777777777777778
2000,1249,1894,1939,15,15,3,10,2,2,13,0,W16,16.0,1419.0,,0.6538461538461539
2000,1250,1696,1943,6,21,1,4,1,7,14,0,,,1137.0,,0.5925925925925926
2000,1251,1607,1699,10,14,4,6,0,4,10,0,,,1241.0,,0.6896551724137931
